Datetime,Date,Hour,Station,AQHI,RiskCategory,Hour_of_Day,Day_of_Week
2025-04-18 23:00:00,2025-04-18,24,North,4.0,Moderate,23,4
2025-04-19 00:00:00,2025-04-19,1,North,2.0,Low,0,5
2025-04-19 01:00:00,2025-04-19,2,North,2.0,Low,1,5
2025-04-19 02:00:00,2025-04-19,3,North,2.0,Low,2,5
2025-04-19 03:00:00,2025-04-19,4,North,2.0,Low,3,5
2025-04-19 04:00:00,2025-04-19,5,North,2.0,Low,4,5
2025-04-19 05:00:00,2025-04-19,6,North,2.0,Low,5,5
2025-04-19 06:00:00,2025-04-19,7,North,2.0,Low,6,5
2025-04-19 07:00:00,2025-04-19,8,North,2.0,Low,7,5
2025-04-19 08:00:00,2025-04-19,9,North,2.0,Low,8,5
2025-04-19 09:00:00,2025-04-19,10,North,2.0,Low,9,5
2025-04-19 10:00:00,2025-04-19,11,North,2.0,Low,10,5
2025-04-19 11:00:00,2025-04-19,12,North,2.0,Low,11,5
2025-04-19 12:00:00,2025-04-19,13,North,2.0,Low,12,5
2025-04-19 13:00:00,2025-04-19,14,North,2.0,Low,13,5
2025-04-19 14:00:00,2025-04-19,15,North,2.0,Low,14,5
2025-04-19 15:00:00,2025-04-19,16,North,2.0,Low,15,5
2025-04-19 16:00:00,2025-04-19,17,North,2.0,Low,16,5
2025-04-19 17:00:00,2025-04-19,18,North,2.0,Low,17,5
2025-04-19 18:00:00,2025-04-19,19,North,2.0,Low,18,5
2025-04-19 19:00:00,2025-04-19,20,North,2.0,Low,19,5
2025-04-19 20:00:00,2025-04-19,21,North,2.0,Low,20,5
2025-04-19 21:00:00,2025-04-19,22,North,2.0,Low,21,5
2025-04-19 22:00:00,2025-04-19,23,North,2.0,Low,22,5
2025-04-19 23:00:00,2025-04-19,24,North,2.0,Low,23,5
2025-04-19 23:00:00,2025-04-19,24,North,2.0,Low,23,5
2025-04-20 00:00:00,2025-04-20,1,North,2.0,Low,0,6
2025-04-20 01:00:00,2025-04-20,2,North,2.0,Low,1,6
2025-04-20 02:00:00,2025-04-20,3,North,2.0,Low,2,6
2025-04-20 03:00:00,2025-04-20,4,North,2.0,Low,3,6
2025-04-20 04:00:00,2025-04-20,5,North,2.0,Low,4,6
2025-04-20 05:00:00,2025-04-20,6,North,2.0,Low,5,6
2025-04-20 06:00:00,2025-04-20,7,North,2.0,Low,6,6
2025-04-20 07:00:00,2025-04-20,8,North,2.0,Low,7,6
2025-04-20 08:00:00,2025-04-20,9,North,2.0,Low,8,6
2025-04-20 09:00:00,2025-04-20,10,North,2.0,Low,9,6
2025-04-20 10:00:00,2025-04-20,11,North,2.0,Low,10,6
2025-04-20 11:00:00,2025-04-20,12,North,2.0,Low,11,6
2025-04-20 12:00:00,2025-04-20,13,North,2.0,Low,12,6
2025-04-20 13:00:00,2025-04-20,14,North,3.0,Low,13,6
2025-04-20 14:00:00,2025-04-20,15,North,3.0,Low,14,6
2025-04-20 15:00:00,2025-04-20,16,North,3.0,Low,15,6
2025-04-20 16:00:00,2025-04-20,17,North,3.0,Low,16,6
2025-04-20 17:00:00,2025-04-20,18,North,2.0,Low,17,6
2025-04-20 18:00:00,2025-04-20,19,North,2.0,Low,18,6
2025-04-20 19:00:00,2025-04-20,20,North,2.0,Low,19,6
2025-04-20 20:00:00,2025-04-20,21,North,2.0,Low,20,6
2025-04-20 21:00:00,2025-04-20,22,North,2.0,Low,21,6
2025-04-20 22:00:00,2025-04-20,23,North,2.0,Low,22,6
2025-04-20 23:00:00,2025-04-20,24,North,2.0,Low,23,6
2025-04-20 23:00:00,2025-04-20,24,North,3.0,Low,23,6
2025-04-21 00:00:00,2025-04-21,1,North,2.0,Low,0,0
2025-04-21 01:00:00,2025-04-21,2,North,2.0,Low,1,0
2025-04-21 02:00:00,2025-04-21,3,North,2.0,Low,2,0
2025-04-21 03:00:00,2025-04-21,4,North,2.0,Low,3,0
2025-04-21 04:00:00,2025-04-21,5,North,2.0,Low,4,0
2025-04-21 05:00:00,2025-04-21,6,North,1.0,Low,5,0
2025-04-21 06:00:00,2025-04-21,7,North,1.0,Low,6,0
2025-04-21 07:00:00,2025-04-21,8,North,1.0,Low,7,0
2025-04-21 08:00:00,2025-04-21,9,North,2.0,Low,8,0
2025-04-21 09:00:00,2025-04-21,10,North,2.0,Low,9,0
2025-04-21 10:00:00,2025-04-21,11,North,2.0,Low,10,0
2025-04-21 11:00:00,2025-04-21,12,North,2.0,Low,11,0
2025-04-21 12:00:00,2025-04-21,13,North,2.0,Low,12,0
2025-04-21 13:00:00,2025-04-21,14,North,2.0,Low,13,0
2025-04-21 14:00:00,2025-04-21,15,North,2.0,Low,14,0
2025-04-21 15:00:00,2025-04-21,16,North,2.0,Low,15,0
2025-04-21 16:00:00,2025-04-21,17,North,2.0,Low,16,0
2025-04-21 17:00:00,2025-04-21,18,North,2.0,Low,17,0
2025-04-21 18:00:00,2025-04-21,19,North,2.0,Low,18,0
2025-04-21 19:00:00,2025-04-21,20,North,2.0,Low,19,0
2025-04-21 20:00:00,2025-04-21,21,North,2.0,Low,20,0
2025-04-21 21:00:00,2025-04-21,22,North,2.0,Low,21,0
2025-04-21 22:00:00,2025-04-21,23,North,2.0,Low,22,0
2025-04-21 23:00:00,2025-04-21,24,North,2.0,Low,23,0
2025-04-21 23:00:00,2025-04-21,24,North,2.0,Low,23,0
2025-04-22 00:00:00,2025-04-22,1,North,2.0,Low,0,1
2025-04-22 01:00:00,2025-04-22,2,North,2.0,Low,1,1
2025-04-22 02:00:00,2025-04-22,3,North,2.0,Low,2,1
2025-04-22 03:00:00,2025-04-22,4,North,2.0,Low,3,1
2025-04-22 04:00:00,2025-04-22,5,North,2.0,Low,4,1
2025-04-22 05:00:00,2025-04-22,6,North,2.0,Low,5,1
2025-04-22 06:00:00,2025-04-22,7,North,2.0,Low,6,1
2025-04-22 07:00:00,2025-04-22,8,North,2.0,Low,7,1
2025-04-22 08:00:00,2025-04-22,9,North,2.0,Low,8,1
2025-04-22 09:00:00,2025-04-22,10,North,2.0,Low,9,1
2025-04-22 10:00:00,2025-04-22,11,North,2.0,Low,10,1
2025-04-22 11:00:00,2025-04-22,12,North,2.0,Low,11,1
2025-04-22 12:00:00,2025-04-22,13,North,2.0,Low,12,1
2025-04-22 13:00:00,2025-04-22,14,North,3.0,Low,13,1
2025-04-22 14:00:00,2025-04-22,15,North,3.0,Low,14,1
2025-04-22 15:00:00,2025-04-22,16,North,3.0,Low,15,1
2025-04-22 16:00:00,2025-04-22,17,North,3.0,Low,16,1
2025-04-22 17:00:00,2025-04-22,18,North,2.0,Low,17,1
2025-04-22 18:00:00,2025-04-22,19,North,2.0,Low,18,1
2025-04-22 19:00:00,2025-04-22,20,North,2.0,Low,19,1
2025-04-22 20:00:00,2025-04-22,21,North,2.0,Low,20,1
2025-04-22 21:00:00,2025-04-22,22,North,2.0,Low,21,1
2025-04-22 22:00:00,2025-04-22,23,North,2.0,Low,22,1
2025-04-22 23:00:00,2025-04-22,24,North,2.0,Low,23,1
2025-04-22 23:00:00,2025-04-22,24,North,3.0,Low,23,1
2025-04-23 00:00:00,2025-04-23,1,North,2.0,Low,0,2
2025-04-23 01:00:00,2025-04-23,2,North,2.0,Low,1,2
2025-04-23 02:00:00,2025-04-23,3,North,2.0,Low,2,2
2025-04-23 03:00:00,2025-04-23,4,North,2.0,Low,3,2
2025-04-23 04:00:00,2025-04-23,5,North,2.0,Low,4,2
2025-04-23 05:00:00,2025-04-23,6,North,2.0,Low,5,2
2025-04-23 06:00:00,2025-04-23,7,North,2.0,Low,6,2
2025-04-23 07:00:00,2025-04-23,8,North,2.0,Low,7,2
2025-04-23 08:00:00,2025-04-23,9,North,2.0,Low,8,2
2025-04-23 09:00:00,2025-04-23,10,North,2.0,Low,9,2
2025-04-23 10:00:00,2025-04-23,11,North,2.0,Low,10,2
2025-04-23 11:00:00,2025-04-23,12,North,2.0,Low,11,2
2025-04-23 12:00:00,2025-04-23,13,North,3.0,Low,12,2
2025-04-23 13:00:00,2025-04-23,14,North,3.0,Low,13,2
2025-04-23 14:00:00,2025-04-23,15,North,3.0,Low,14,2
2025-04-23 15:00:00,2025-04-23,16,North,3.0,Low,15,2
2025-04-23 16:00:00,2025-04-23,17,North,3.0,Low,16,2
2025-04-23 17:00:00,2025-04-23,18,North,3.0,Low,17,2
2025-04-23 18:00:00,2025-04-23,19,North,3.0,Low,18,2
2025-04-23 19:00:00,2025-04-23,20,North,2.0,Low,19,2
2025-04-23 20:00:00,2025-04-23,21,North,2.0,Low,20,2
2025-04-23 21:00:00,2025-04-23,22,North,2.0,Low,21,2
2025-04-23 22:00:00,2025-04-23,23,North,2.0,Low,22,2
2025-04-23 23:00:00,2025-04-23,24,North,2.0,Low,23,2
2025-04-23 23:00:00,2025-04-23,24,North,3.0,Low,23,2
2025-04-24 00:00:00,2025-04-24,1,North,2.0,Low,0,3
2025-04-24 01:00:00,2025-04-24,2,North,2.0,Low,1,3
2025-04-24 02:00:00,2025-04-24,3,North,2.0,Low,2,3
2025-04-24 03:00:00,2025-04-24,4,North,2.0,Low,3,3
2025-04-24 04:00:00,2025-04-24,5,North,2.0,Low,4,3
2025-04-24 05:00:00,2025-04-24,6,North,2.0,Low,5,3
2025-04-24 06:00:00,2025-04-24,7,North,2.0,Low,6,3
2025-04-24 07:00:00,2025-04-24,8,North,2.0,Low,7,3
2025-04-24 08:00:00,2025-04-24,9,North,2.0,Low,8,3
2025-04-24 09:00:00,2025-04-24,10,North,2.0,Low,9,3
2025-04-24 10:00:00,2025-04-24,11,North,2.0,Low,10,3
2025-04-24 11:00:00,2025-04-24,12,North,2.0,Low,11,3
2025-04-24 12:00:00,2025-04-24,13,North,2.0,Low,12,3
2025-04-24 13:00:00,2025-04-24,14,North,3.0,Low,13,3
2025-04-24 14:00:00,2025-04-24,15,North,3.0,Low,14,3
2025-04-24 15:00:00,2025-04-24,16,North,3.0,Low,15,3
2025-04-24 16:00:00,2025-04-24,17,North,3.0,Low,16,3
2025-04-24 17:00:00,2025-04-24,18,North,2.0,Low,17,3
2025-04-24 18:00:00,2025-04-24,19,North,2.0,Low,18,3
2025-04-24 19:00:00,2025-04-24,20,North,2.0,Low,19,3
2025-04-24 20:00:00,2025-04-24,21,North,3.0,Low,20,3
2025-04-24 21:00:00,2025-04-24,22,North,3.0,Low,21,3
2025-04-24 22:00:00,2025-04-24,23,North,4.0,Moderate,22,3
2025-04-24 23:00:00,2025-04-24,24,North,3.0,Low,23,3
2025-04-24 23:00:00,2025-04-24,24,North,4.0,Moderate,23,3
2025-04-25 00:00:00,2025-04-25,1,North,3.0,Low,0,4
2025-04-25 01:00:00,2025-04-25,2,North,3.0,Low,1,4
2025-04-25 02:00:00,2025-04-25,3,North,3.0,Low,2,4
2025-04-25 03:00:00,2025-04-25,4,North,3.0,Low,3,4
2025-04-25 04:00:00,2025-04-25,5,North,3.0,Low,4,4
2025-04-25 05:00:00,2025-04-25,6,North,2.0,Low,5,4
2025-04-25 06:00:00,2025-04-25,7,North,2.0,Low,6,4
2025-04-25 07:00:00,2025-04-25,8,North,2.0,Low,7,4
2025-04-25 08:00:00,2025-04-25,9,North,2.0,Low,8,4
2025-04-25 09:00:00,2025-04-25,10,North,3.0,Low,9,4
2025-04-25 10:00:00,2025-04-25,11,North,3.0,Low,10,4
2025-04-25 11:00:00,2025-04-25,12,North,3.0,Low,11,4
2025-04-25 12:00:00,2025-04-25,13,North,3.0,Low,12,4
2025-04-25 13:00:00,2025-04-25,14,North,3.0,Low,13,4
2025-04-25 14:00:00,2025-04-25,15,North,3.0,Low,14,4
2025-04-25 15:00:00,2025-04-25,16,North,3.0,Low,15,4
2025-04-25 16:00:00,2025-04-25,17,North,3.0,Low,16,4
2025-04-25 17:00:00,2025-04-25,18,North,3.0,Low,17,4
2025-04-25 18:00:00,2025-04-25,19,North,3.0,Low,18,4
2025-04-25 19:00:00,2025-04-25,20,North,3.0,Low,19,4
2025-04-25 20:00:00,2025-04-25,21,North,3.0,Low,20,4
2025-04-25 21:00:00,2025-04-25,22,North,3.0,Low,21,4
2025-04-25 22:00:00,2025-04-25,23,North,3.0,Low,22,4
2025-04-25 23:00:00,2025-04-25,24,North,4.0,Moderate,23,4
2025-04-25 23:00:00,2025-04-25,24,North,4.0,Moderate,23,4
2025-04-26 00:00:00,2025-04-26,1,North,4.0,Moderate,0,5
2025-04-26 01:00:00,2025-04-26,2,North,4.0,Moderate,1,5
2025-04-26 02:00:00,2025-04-26,3,North,4.0,Moderate,2,5
2025-04-26 03:00:00,2025-04-26,4,North,4.0,Moderate,3,5
2025-04-26 04:00:00,2025-04-26,5,North,4.0,Moderate,4,5
2025-04-26 05:00:00,2025-04-26,6,North,4.0,Moderate,5,5
2025-04-26 06:00:00,2025-04-26,7,North,4.0,Moderate,6,5
2025-04-26 07:00:00,2025-04-26,8,North,4.0,Moderate,7,5
2025-04-26 08:00:00,2025-04-26,9,North,4.0,Moderate,8,5
2025-04-26 09:00:00,2025-04-26,10,North,4.0,Moderate,9,5
2025-04-26 10:00:00,2025-04-26,11,North,4.0,Moderate,10,5
2025-04-26 11:00:00,2025-04-26,12,North,4.0,Moderate,11,5
2025-04-26 12:00:00,2025-04-26,13,North,4.0,Moderate,12,5
2025-04-26 13:00:00,2025-04-26,14,North,4.0,Moderate,13,5
2025-04-26 14:00:00,2025-04-26,15,North,4.0,Moderate,14,5
2025-04-26 15:00:00,2025-04-26,16,North,4.0,Moderate,15,5
2025-04-26 16:00:00,2025-04-26,17,North,4.0,Moderate,16,5
2025-04-26 17:00:00,2025-04-26,18,North,4.0,Moderate,17,5
2025-04-26 18:00:00,2025-04-26,19,North,4.0,Moderate,18,5
2025-04-26 19:00:00,2025-04-26,20,North,4.0,Moderate,19,5
2025-04-26 20:00:00,2025-04-26,21,North,4.0,Moderate,20,5
2025-04-26 21:00:00,2025-04-26,22,North,4.0,Moderate,21,5
2025-04-26 22:00:00,2025-04-26,23,North,4.0,Moderate,22,5
2025-04-26 23:00:00,2025-04-26,24,North,4.0,Moderate,23,5
2025-04-26 23:00:00,2025-04-26,24,North,4.0,Moderate,23,5
2025-04-27 00:00:00,2025-04-27,1,North,4.0,Moderate,0,6
2025-04-27 01:00:00,2025-04-27,2,North,4.0,Moderate,1,6
2025-04-27 02:00:00,2025-04-27,3,North,4.0,Moderate,2,6
2025-04-27 03:00:00,2025-04-27,4,North,4.0,Moderate,3,6
2025-04-27 04:00:00,2025-04-27,5,North,4.0,Moderate,4,6
2025-04-27 05:00:00,2025-04-27,6,North,4.0,Moderate,5,6
2025-04-27 06:00:00,2025-04-27,7,North,4.0,Moderate,6,6
2025-04-27 07:00:00,2025-04-27,8,North,4.0,Moderate,7,6
2025-04-27 08:00:00,2025-04-27,9,North,3.0,Low,8,6
2025-04-27 09:00:00,2025-04-27,10,North,3.0,Low,9,6
2025-04-27 10:00:00,2025-04-27,11,North,3.0,Low,10,6
2025-04-27 11:00:00,2025-04-27,12,North,3.0,Low,11,6
2025-04-27 12:00:00,2025-04-27,13,North,3.0,Low,12,6
2025-04-27 13:00:00,2025-04-27,14,North,3.0,Low,13,6
2025-04-27 14:00:00,2025-04-27,15,North,3.0,Low,14,6
2025-04-27 15:00:00,2025-04-27,16,North,3.0,Low,15,6
2025-04-27 16:00:00,2025-04-27,17,North,4.0,Moderate,16,6
2025-04-27 17:00:00,2025-04-27,18,North,4.0,Moderate,17,6
2025-04-27 18:00:00,2025-04-27,19,North,4.0,Moderate,18,6
2025-04-27 19:00:00,2025-04-27,20,North,4.0,Moderate,19,6
2025-04-27 20:00:00,2025-04-27,21,North,4.0,Moderate,20,6
2025-04-27 21:00:00,2025-04-27,22,North,4.0,Moderate,21,6
2025-04-27 22:00:00,2025-04-27,23,North,4.0,Moderate,22,6
2025-04-27 23:00:00,2025-04-27,24,North,4.0,Moderate,23,6
2025-04-27 23:00:00,2025-04-27,24,North,4.0,Moderate,23,6
2025-04-28 00:00:00,2025-04-28,1,North,3.0,Low,0,0
2025-04-28 01:00:00,2025-04-28,2,North,3.0,Low,1,0
2025-04-28 02:00:00,2025-04-28,3,North,3.0,Low,2,0
2025-04-28 03:00:00,2025-04-28,4,North,3.0,Low,3,0
2025-04-28 04:00:00,2025-04-28,5,North,3.0,Low,4,0
2025-04-28 05:00:00,2025-04-28,6,North,3.0,Low,5,0
2025-04-28 06:00:00,2025-04-28,7,North,3.0,Low,6,0
2025-04-28 07:00:00,2025-04-28,8,North,3.0,Low,7,0
2025-04-28 08:00:00,2025-04-28,9,North,3.0,Low,8,0
2025-04-28 09:00:00,2025-04-28,10,North,3.0,Low,9,0
2025-04-28 10:00:00,2025-04-28,11,North,3.0,Low,10,0
2025-04-28 11:00:00,2025-04-28,12,North,3.0,Low,11,0
2025-04-28 12:00:00,2025-04-28,13,North,3.0,Low,12,0
2025-04-28 13:00:00,2025-04-28,14,North,4.0,Moderate,13,0
2025-04-28 14:00:00,2025-04-28,15,North,5.0,Moderate,14,0
2025-04-28 15:00:00,2025-04-28,16,North,6.0,Moderate,15,0
2025-04-28 16:00:00,2025-04-28,17,North,6.0,Moderate,16,0
2025-04-28 17:00:00,2025-04-28,18,North,6.0,Moderate,17,0
2025-04-28 18:00:00,2025-04-28,19,North,5.0,Moderate,18,0
2025-04-28 19:00:00,2025-04-28,20,North,5.0,Moderate,19,0
2025-04-28 20:00:00,2025-04-28,21,North,4.0,Moderate,20,0
2025-04-28 21:00:00,2025-04-28,22,North,4.0,Moderate,21,0
2025-04-28 22:00:00,2025-04-28,23,North,3.0,Low,22,0
2025-04-28 23:00:00,2025-04-28,24,North,3.0,Low,23,0
2025-04-28 23:00:00,2025-04-28,24,North,6.0,Moderate,23,0
2025-04-29 00:00:00,2025-04-29,1,North,3.0,Low,0,1
2025-04-29 01:00:00,2025-04-29,2,North,3.0,Low,1,1
2025-04-29 02:00:00,2025-04-29,3,North,3.0,Low,2,1
2025-04-29 03:00:00,2025-04-29,4,North,3.0,Low,3,1
2025-04-29 04:00:00,2025-04-29,5,North,4.0,Moderate,4,1
2025-04-29 05:00:00,2025-04-29,6,North,4.0,Moderate,5,1
2025-04-29 06:00:00,2025-04-29,7,North,4.0,Moderate,6,1
2025-04-29 07:00:00,2025-04-29,8,North,3.0,Low,7,1
2025-04-29 08:00:00,2025-04-29,9,North,3.0,Low,8,1
2025-04-29 09:00:00,2025-04-29,10,North,4.0,Moderate,9,1
2025-04-29 10:00:00,2025-04-29,11,North,4.0,Moderate,10,1
2025-04-29 11:00:00,2025-04-29,12,North,5.0,Moderate,11,1
2025-04-29 12:00:00,2025-04-29,13,North,5.0,Moderate,12,1
2025-04-29 13:00:00,2025-04-29,14,North,5.0,Moderate,13,1
2025-04-29 14:00:00,2025-04-29,15,North,5.0,Moderate,14,1
2025-04-29 15:00:00,2025-04-29,16,North,6.0,Moderate,15,1
2025-04-29 16:00:00,2025-04-29,17,North,6.0,Moderate,16,1
2025-04-29 17:00:00,2025-04-29,18,North,6.0,Moderate,17,1
2025-04-29 18:00:00,2025-04-29,19,North,6.0,Moderate,18,1
2025-04-29 19:00:00,2025-04-29,20,North,6.0,Moderate,19,1
2025-04-29 20:00:00,2025-04-29,21,North,6.0,Moderate,20,1
2025-04-29 21:00:00,2025-04-29,22,North,6.0,Moderate,21,1
2025-04-29 22:00:00,2025-04-29,23,North,7.0,High,22,1
2025-04-29 23:00:00,2025-04-29,24,North,7.0,High,23,1
2025-04-29 23:00:00,2025-04-29,24,North,7.0,High,23,1
2025-04-30 00:00:00,2025-04-30,1,North,7.0,High,0,2
2025-04-30 01:00:00,2025-04-30,2,North,6.0,Moderate,1,2
2025-04-30 02:00:00,2025-04-30,3,North,6.0,Moderate,2,2
2025-04-30 03:00:00,2025-04-30,4,North,6.0,Moderate,3,2
2025-04-30 04:00:00,2025-04-30,5,North,6.0,Moderate,4,2
2025-04-30 05:00:00,2025-04-30,6,North,6.0,Moderate,5,2
2025-04-30 06:00:00,2025-04-30,7,North,6.0,Moderate,6,2
2025-04-30 07:00:00,2025-04-30,8,North,6.0,Moderate,7,2
2025-04-30 08:00:00,2025-04-30,9,North,6.0,Moderate,8,2
2025-04-30 09:00:00,2025-04-30,10,North,6.0,Moderate,9,2
2025-04-30 10:00:00,2025-04-30,11,North,6.0,Moderate,10,2
2025-04-30 11:00:00,2025-04-30,12,North,5.0,Moderate,11,2
2025-04-30 12:00:00,2025-04-30,13,North,5.0,Moderate,12,2
2025-04-30 13:00:00,2025-04-30,14,North,5.0,Moderate,13,2
2025-04-30 14:00:00,2025-04-30,15,North,6.0,Moderate,14,2
2025-04-30 15:00:00,2025-04-30,16,North,6.0,Moderate,15,2
2025-04-30 16:00:00,2025-04-30,17,North,5.0,Moderate,16,2
2025-04-30 17:00:00,2025-04-30,18,North,5.0,Moderate,17,2
2025-04-30 18:00:00,2025-04-30,19,North,5.0,Moderate,18,2
2025-04-30 19:00:00,2025-04-30,20,North,5.0,Moderate,19,2
2025-04-30 20:00:00,2025-04-30,21,North,4.0,Moderate,20,2
2025-04-30 21:00:00,2025-04-30,22,North,4.0,Moderate,21,2
2025-04-30 22:00:00,2025-04-30,23,North,4.0,Moderate,22,2
2025-04-30 23:00:00,2025-04-30,24,North,4.0,Moderate,23,2
2025-04-30 23:00:00,2025-04-30,24,North,7.0,High,23,2
2025-05-01 00:00:00,2025-05-01,1,North,3.0,Low,0,3
2025-05-01 01:00:00,2025-05-01,2,North,3.0,Low,1,3
2025-05-01 02:00:00,2025-05-01,3,North,3.0,Low,2,3
2025-05-01 03:00:00,2025-05-01,4,North,3.0,Low,3,3
2025-05-01 04:00:00,2025-05-01,5,North,3.0,Low,4,3
2025-05-01 05:00:00,2025-05-01,6,North,3.0,Low,5,3
2025-05-01 06:00:00,2025-05-01,7,North,3.0,Low,6,3
2025-05-01 07:00:00,2025-05-01,8,North,3.0,Low,7,3
2025-05-01 08:00:00,2025-05-01,9,North,3.0,Low,8,3
2025-05-01 09:00:00,2025-05-01,10,North,3.0,Low,9,3
2025-05-01 10:00:00,2025-05-01,11,North,3.0,Low,10,3
2025-05-01 11:00:00,2025-05-01,12,North,3.0,Low,11,3
2025-05-01 12:00:00,2025-05-01,13,North,4.0,Moderate,12,3
2025-05-01 13:00:00,2025-05-01,14,North,4.0,Moderate,13,3
2025-05-01 14:00:00,2025-05-01,15,North,4.0,Moderate,14,3
2025-05-01 15:00:00,2025-05-01,16,North,4.0,Moderate,15,3
2025-05-01 16:00:00,2025-05-01,17,North,4.0,Moderate,16,3
2025-05-01 17:00:00,2025-05-01,18,North,4.0,Moderate,17,3
2025-05-01 18:00:00,2025-05-01,19,North,4.0,Moderate,18,3
2025-05-01 19:00:00,2025-05-01,20,North,4.0,Moderate,19,3
2025-05-01 20:00:00,2025-05-01,21,North,4.0,Moderate,20,3
2025-05-01 21:00:00,2025-05-01,22,North,3.0,Low,21,3
2025-05-01 22:00:00,2025-05-01,23,North,3.0,Low,22,3
2025-05-01 23:00:00,2025-05-01,24,North,2.0,Low,23,3
2025-05-01 23:00:00,2025-05-01,24,North,4.0,Moderate,23,3
2025-05-02 00:00:00,2025-05-02,1,North,2.0,Low,0,4
2025-05-02 01:00:00,2025-05-02,2,North,2.0,Low,1,4
2025-05-02 02:00:00,2025-05-02,3,North,2.0,Low,2,4
2025-05-02 03:00:00,2025-05-02,4,North,2.0,Low,3,4
2025-05-02 04:00:00,2025-05-02,5,North,2.0,Low,4,4
2025-05-02 05:00:00,2025-05-02,6,North,2.0,Low,5,4
2025-05-02 06:00:00,2025-05-02,7,North,2.0,Low,6,4
2025-05-02 07:00:00,2025-05-02,8,North,2.0,Low,7,4
2025-05-02 08:00:00,2025-05-02,9,North,3.0,Low,8,4
2025-05-02 09:00:00,2025-05-02,10,North,3.0,Low,9,4
2025-05-02 10:00:00,2025-05-02,11,North,4.0,Moderate,10,4
2025-05-02 11:00:00,2025-05-02,12,North,4.0,Moderate,11,4
2025-05-02 12:00:00,2025-05-02,13,North,5.0,Moderate,12,4
2025-05-02 13:00:00,2025-05-02,14,North,5.0,Moderate,13,4
2025-05-02 14:00:00,2025-05-02,15,North,5.0,Moderate,14,4
2025-05-02 15:00:00,2025-05-02,16,North,5.0,Moderate,15,4
2025-05-02 16:00:00,2025-05-02,17,North,5.0,Moderate,16,4
2025-05-02 17:00:00,2025-05-02,18,North,5.0,Moderate,17,4
2025-05-02 18:00:00,2025-05-02,19,North,5.0,Moderate,18,4
2025-05-02 19:00:00,2025-05-02,20,North,5.0,Moderate,19,4
2025-05-02 20:00:00,2025-05-02,21,North,5.0,Moderate,20,4
2025-05-02 21:00:00,2025-05-02,22,North,5.0,Moderate,21,4
2025-05-02 22:00:00,2025-05-02,23,North,5.0,Moderate,22,4
2025-05-02 23:00:00,2025-05-02,24,North,6.0,Moderate,23,4
2025-05-02 23:00:00,2025-05-02,24,North,6.0,Moderate,23,4
2025-05-03 00:00:00,2025-05-03,1,North,6.0,Moderate,0,5
2025-05-03 01:00:00,2025-05-03,2,North,6.0,Moderate,1,5
2025-05-03 02:00:00,2025-05-03,3,North,6.0,Moderate,2,5
2025-05-03 03:00:00,2025-05-03,4,North,6.0,Moderate,3,5
2025-05-03 04:00:00,2025-05-03,5,North,5.0,Moderate,4,5
2025-05-03 05:00:00,2025-05-03,6,North,5.0,Moderate,5,5
2025-05-03 06:00:00,2025-05-03,7,North,5.0,Moderate,6,5
2025-05-03 07:00:00,2025-05-03,8,North,5.0,Moderate,7,5
2025-05-03 08:00:00,2025-05-03,9,North,5.0,Moderate,8,5
2025-05-03 09:00:00,2025-05-03,10,North,5.0,Moderate,9,5
2025-05-03 10:00:00,2025-05-03,11,North,5.0,Moderate,10,5
2025-05-03 11:00:00,2025-05-03,12,North,5.0,Moderate,11,5
2025-05-03 12:00:00,2025-05-03,13,North,4.0,Moderate,12,5
2025-05-03 13:00:00,2025-05-03,14,North,5.0,Moderate,13,5
2025-05-03 14:00:00,2025-05-03,15,North,5.0,Moderate,14,5
2025-05-03 15:00:00,2025-05-03,16,North,4.0,Moderate,15,5
2025-05-03 16:00:00,2025-05-03,17,North,4.0,Moderate,16,5
2025-05-03 17:00:00,2025-05-03,18,North,4.0,Moderate,17,5
2025-05-03 18:00:00,2025-05-03,19,North,4.0,Moderate,18,5
2025-05-03 19:00:00,2025-05-03,20,North,4.0,Moderate,19,5
2025-05-03 20:00:00,2025-05-03,21,North,4.0,Moderate,20,5
2025-05-03 21:00:00,2025-05-03,22,North,4.0,Moderate,21,5
2025-05-03 22:00:00,2025-05-03,23,North,4.0,Moderate,22,5
2025-05-03 23:00:00,2025-05-03,24,North,3.0,Low,23,5
2025-05-03 23:00:00,2025-05-03,24,North,6.0,Moderate,23,5
2025-05-04 00:00:00,2025-05-04,1,North,3.0,Low,0,6
2025-05-04 01:00:00,2025-05-04,2,North,3.0,Low,1,6
2025-05-04 02:00:00,2025-05-04,3,North,3.0,Low,2,6
2025-05-04 03:00:00,2025-05-04,4,North,2.0,Low,3,6
2025-05-04 04:00:00,2025-05-04,5,North,2.0,Low,4,6
2025-05-04 05:00:00,2025-05-04,6,North,2.0,Low,5,6
2025-05-04 06:00:00,2025-05-04,7,North,2.0,Low,6,6
2025-05-04 07:00:00,2025-05-04,8,North,2.0,Low,7,6
2025-05-04 08:00:00,2025-05-04,9,North,2.0,Low,8,6
2025-05-04 09:00:00,2025-05-04,10,North,2.0,Low,9,6
2025-05-04 10:00:00,2025-05-04,11,North,3.0,Low,10,6
2025-05-04 11:00:00,2025-05-04,12,North,3.0,Low,11,6
2025-05-04 12:00:00,2025-05-04,13,North,3.0,Low,12,6
2025-05-04 13:00:00,2025-05-04,14,North,3.0,Low,13,6
